Timestamp,Sensor1_Temperature,Sensor1_Humidity
2024-12-06 18:33:06,20.5,17.7
2024-12-06 18:33:07,20.5,17.7
2024-12-06 18:33:08,20.5,17.7
2024-12-06 18:33:09,20.5,17.7
2024-12-06 18:33:11,20.5,17.6
2024-12-06 18:33:12,20.5,17.7
2024-12-06 18:33:13,20.5,17.7
2024-12-06 18:33:15,20.5,17.7
2024-12-06 18:33:17,20.5,17.7
2024-12-06 18:33:19,20.5,17.7
2024-12-06 18:33:21,20.5,17.7
2024-12-06 18:33:23,20.5,17.6
2024-12-06 18:33:24,20.5,17.6
2024-12-06 18:33:26,20.5,17.6
2024-12-06 18:33:28,20.5,17.7
2024-12-06 18:33:29,20.5,17.7
2024-12-06 18:33:31,20.5,17.6
2024-12-06 18:33:34,20.5,17.6
2024-12-06 18:33:36,20.5,17.5
2024-12-06 18:33:38,20.5,17.6
2024-12-06 18:33:40,20.5,17.6
2024-12-06 18:33:42,20.5,17.6
2024-12-06 18:33:44,20.5,17.5
2024-12-06 18:33:46,20.5,17.6
2024-12-06 18:33:48,20.5,17.6
2024-12-06 18:33:51,20.5,17.6
2024-12-06 18:33:52,20.5,17.6
2024-12-06 18:33:55,20.5,17.7
2024-12-06 18:33:57,20.5,17.8
2024-12-06 18:33:59,20.5,17.8
2024-12-06 18:34:01,20.5,17.8
2024-12-06 18:34:03,20.6,17.9
2024-12-06 18:34:05,20.6,18.1
2024-12-06 18:34:07,20.6,18.1
2024-12-06 18:34:09,20.6,18.2
2024-12-06 18:34:11,20.7,18.2
2024-12-06 18:34:13,20.7,18.3
2024-12-06 18:34:16,20.7,18.4
2024-12-06 18:34:18,20.8,18.3
2024-12-06 18:34:20,20.8,18.3
2024-12-06 18:34:22,20.8,18.5
2024-12-06 18:34:24,20.9,18.4
2024-12-06 18:34:26,21,18.5
2024-12-06 18:34:28,21,18.5
2024-12-06 18:34:31,21,18.6
2024-12-06 18:34:32,21.1,18.5
2024-12-06 18:34:35,21.2,18.5
2024-12-06 18:34:37,21.2,18.5
2024-12-06 18:34:41,21.4,18.7
2024-12-06 18:34:42,21.4,18.6
2024-12-06 18:34:43,21.5,18.6
2024-12-06 18:34:45,21.6,18.5
2024-12-06 18:34:47,21.7,18.5
2024-12-06 18:34:50,21.7,18.5
2024-12-06 18:34:51,21.8,18.5
2024-12-06 18:34:54,21.9,18.4
2024-12-06 18:34:56,22,18.4
2024-12-06 18:34:58,22.1,18.5
2024-12-06 18:35:00,22.2,18.4
2024-12-06 18:35:02,22.2,18.3
2024-12-06 18:35:04,22.3,18.3
2024-12-06 18:35:06,22.4,18.2
2024-12-06 18:35:08,22.5,18.2
2024-12-06 18:35:10,22.6,18.1
2024-12-06 18:35:13,22.7,18.1
2024-12-06 18:35:15,22.8,18.1
2024-12-06 18:35:17,22.9,17.9
2024-12-06 18:35:19,23.1,18
2024-12-06 18:35:21,23.1,17.8
2024-12-06 18:35:23,23.2,17.8
2024-12-06 18:35:27,23.4,17.7
2024-12-06 18:35:28,23.4,17.7
2024-12-06 18:35:30,23.5,17.6
2024-12-06 18:35:31,23.6,17.6
2024-12-06 18:35:34,23.7,17.5
2024-12-06 18:35:36,23.9,17.4
2024-12-06 18:35:38,23.9,17.3
2024-12-06 18:35:40,24.1,17.2
2024-12-06 18:35:42,24.2,17.1
2024-12-06 18:35:44,24.3,17.1
2024-12-06 18:35:46,24.4,17
2024-12-06 18:35:48,24.5,16.9
2024-12-06 18:35:50,24.6,16.8
2024-12-06 18:35:53,24.7,16.7
2024-12-06 18:35:55,24.9,16.6
2024-12-06 18:35:57,25,16.5
2024-12-06 18:35:59,25.1,16.5
2024-12-06 18:36:01,25.2,16.4
2024-12-06 18:36:03,25.3,16.3
2024-12-06 18:36:05,25.4,16.2
2024-12-06 18:36:07,25.5,16.2
2024-12-06 18:36:09,25.6,16
2024-12-06 18:36:11,25.7,15.9
2024-12-06 18:36:14,25.9,15.9
2024-12-06 18:36:16,26,15.7
2024-12-06 18:36:18,26.1,15.6
2024-12-06 18:36:20,26.2,15.6
2024-12-06 18:36:22,26.3,15.5
2024-12-06 18:36:24,26.4,15.4
2024-12-06 18:36:26,26.5,15.3
2024-12-06 18:36:28,26.6,15.2
2024-12-06 18:36:30,26.7,15.1
2024-12-06 18:36:33,26.9,15
2024-12-06 18:36:35,26.9,15
2024-12-06 18:36:37,27.1,14.9
2024-12-06 18:36:39,27.1,14.9
2024-12-06 18:36:41,27.3,14.8
2024-12-06 18:36:43,27.4,14.7
2024-12-06 18:36:45,27.5,14.6
2024-12-06 18:36:47,27.6,14.5
2024-12-06 18:36:49,27.7,14.5
2024-12-06 18:36:52,27.8,14.3
2024-12-06 18:36:54,27.9,14.3
2024-12-06 18:36:56,28,14.2
2024-12-06 18:36:58,28.1,14.2
2024-12-06 18:37:00,28.2,14.1
2024-12-06 18:37:02,28.3,14
2024-12-06 18:37:04,28.4,13.9
2024-12-06 18:37:06,28.5,13.8
2024-12-06 18:37:08,28.6,13.8
2024-12-06 18:37:11,28.7,13.7
2024-12-06 18:37:13,28.8,13.6
2024-12-06 18:37:15,28.9,13.6
2024-12-06 18:37:17,29,13.5
2024-12-06 18:37:19,29,13.4
2024-12-06 18:37:21,29.2,13.4
2024-12-06 18:37:23,29.3,13.3
2024-12-06 18:37:25,29.4,13.2
2024-12-06 18:37:27,29.5,13.2
2024-12-06 18:37:30,29.5,13.2
2024-12-06 18:37:32,29.6,13
2024-12-06 18:37:34,29.8,13
2024-12-06 18:37:36,29.8,12.8
2024-12-06 18:37:38,29.9,12.9
2024-12-06 18:37:40,30,12.8
2024-12-06 18:37:42,30.1,12.7
2024-12-06 18:37:44,30.2,12.7
2024-12-06 18:37:46,30.3,12.6
