Timestamp,Sensor1_Temperature,Sensor1_Humidity
2024-12-12 21:48:28,30.9,11.6
2024-12-12 21:48:29,30.9,12
2024-12-12 21:48:30,30.9,12.3
2024-12-12 21:48:31,30.9,12.7
2024-12-12 21:48:35,30.8,12.9
2024-12-12 21:48:36,30.8,13
2024-12-12 21:48:38,30.8,12.9
2024-12-12 21:48:39,30.8,13.1
2024-12-12 21:48:40,30.7,13.1
2024-12-12 21:48:42,30.7,13
2024-12-12 21:48:44,30.7,13.7
2024-12-12 21:48:46,30.7,13.4
2024-12-12 21:48:47,30.7,13.4
2024-12-12 21:48:49,30.6,13.7
2024-12-12 21:48:50,30.6,13.7
2024-12-12 21:48:52,30.6,14.5
2024-12-12 21:48:53,30.6,14.5
2024-12-12 21:48:55,30.5,14.8
2024-12-12 21:48:57,30.6,15.5
2024-12-12 21:48:58,30.6,15.5
2024-12-12 21:49:00,30.5,17.8
2024-12-12 21:49:02,30.4,19.5
2024-12-12 21:49:05,30.4,19.8
2024-12-12 21:49:07,30.4,21.1
2024-12-12 21:49:09,30.3,21.4
2024-12-12 21:49:11,30.3,21.5
2024-12-12 21:49:13,30.3,21.9
2024-12-12 21:49:15,30.3,22.4
2024-12-12 21:49:17,30.3,22.9
2024-12-12 21:49:19,30.2,23.5
2024-12-12 21:49:21,30.2,24
2024-12-12 21:49:23,30.2,24.7
2024-12-12 21:49:26,30.1,25.1
2024-12-12 21:49:28,30.1,25.6
2024-12-12 21:49:30,30.1,26
2024-12-12 21:49:32,30.1,25.8
2024-12-12 21:49:34,30.1,25.6
2024-12-12 21:49:36,30.1,26.1
2024-12-12 21:49:38,30.1,26.9
2024-12-12 21:49:40,30,27.3
2024-12-12 21:49:42,30.1,27.6
2024-12-12 21:49:45,30,27.8
2024-12-12 21:49:47,30.1,28
2024-12-12 21:49:49,30,28
2024-12-12 21:49:51,30,28.3
2024-12-12 21:49:53,30,28.3
2024-12-12 21:49:55,30,28.1
2024-12-12 21:49:57,30.1,28.6
2024-12-12 21:49:59,30,28.8
2024-12-12 21:50:01,30.1,29.4
2024-12-12 21:50:04,30.1,29.6
2024-12-12 21:50:06,30.1,30.1
2024-12-12 21:50:08,30.1,30.5
2024-12-12 21:50:10,30.1,31
2024-12-12 21:50:12,30.1,31.5
2024-12-12 21:50:14,30.2,31.7
2024-12-12 21:50:16,30.2,31.5
2024-12-12 21:50:18,30.2,31.5
2024-12-12 21:50:20,30.3,32
2024-12-12 21:50:23,30.3,32.6
2024-12-12 21:50:25,30.3,32.6
2024-12-12 21:50:27,30.3,32.5
2024-12-12 21:50:29,30.4,32.4
2024-12-12 21:50:31,30.4,32.1
2024-12-12 21:50:33,30.4,32
2024-12-12 21:50:35,30.5,32.2
2024-12-12 21:50:37,30.5,32.3
2024-12-12 21:50:39,30.5,31.9
2024-12-12 21:50:42,30.6,31.9
2024-12-12 21:50:44,30.6,31.9
2024-12-12 21:50:46,30.6,32.1
2024-12-12 21:50:48,30.6,31.8
2024-12-12 21:50:50,30.7,31.9
2024-12-12 21:50:52,30.7,31.2
2024-12-12 21:50:54,30.7,30.8
2024-12-12 21:50:56,30.7,30.4
2024-12-12 21:50:58,30.8,30.6
2024-12-12 21:51:00,30.8,30.9
2024-12-12 21:51:03,30.8,31.2
2024-12-12 21:51:05,30.8,31.6
2024-12-12 21:51:07,30.9,31.7
2024-12-12 21:51:09,30.9,31.8
2024-12-12 21:51:11,30.9,32.2
2024-12-12 21:51:13,31,32.2
2024-12-12 21:51:15,31,32.5
2024-12-12 21:51:17,31,32.5
2024-12-12 21:51:19,31.1,32.7
2024-12-12 21:51:22,31.1,33
2024-12-12 21:51:24,31.1,32.8
2024-12-12 21:51:26,31.2,32.5
2024-12-12 21:51:28,31.3,32.1
2024-12-12 21:51:30,31.2,31.7
2024-12-12 21:51:32,31.3,31.2
2024-12-12 21:51:34,31.2,30.8
2024-12-12 21:51:36,31.3,31
2024-12-12 21:51:38,31.3,30.9
2024-12-12 21:51:41,31.3,30.6
2024-12-12 21:51:43,31.4,30.6
2024-12-12 21:51:45,31.4,30.8
2024-12-12 21:51:47,31.4,31.2
2024-12-12 21:51:49,31.4,31.6
2024-12-12 21:51:51,31.4,31.4
2024-12-12 21:51:53,31.5,31.7
